Customer Group,Set Source Warehouse,SO Item,Category,DELIVERY Note NO,DELIVERY Note DATE,DELIVERY Note ITEM,DELIVERY Note QTY,DN Total CBM,Transporter,PLACE Of SUPPLY
BlinkIT,HR11 - LORPL,LLFAHGC01,Sports & Fitness,DN-25-26-115697,14-01-26,LLFAHGC01,4,0.0018375,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLFAHG01,Sports & Fitness,DN-25-26-115697,14-01-26,LLFAHG01,16,0.00924,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLELB01,Kitchen & Dining,DN-25-26-115697,14-01-26,LLELB01,10,0.08064,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLEEB09,Emerging Innovations,DN-25-26-115697,14-01-26,LLEEB09,120,0.400737,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLEB02,SHA,DN-25-26-115697,14-01-26,LLEB02,24,0.161568,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLCMML108,Home Improvements,DN-25-26-115697,14-01-26,LLCMML108,24,0.1296,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLBTK02,Kitchen & Dining,DN-25-26-115697,14-01-26,LLBTK02,17,0.062832,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLBT03,Kitchen & Dining,DN-25-26-115697,14-01-26,LLBT03,42,0.08951775,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLBLB02,Kitchen & Dining,DN-25-26-115697,14-01-26,LLBLB02,24,0.061824,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-115697,14-01-26,LLBAHF09,40,0.0748,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLAS04,Sports & Fitness,DN-25-26-115697,14-01-26,LLAS04,17,0.408204,SKY SUPPLY CHAIN SOLUTION PVT LTD,"Khalikpur,Jhajjar_Haryana"
BlinkIT,HR11 - LORPL,LLIMR03,Seasonal,DN-25-26-115804,14-01-26,LLIMR03,9,0.018144,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLEEB18,Emerging Innovations,DN-25-26-115804,14-01-26,LLEEB18,30,0.1152,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLYM92,Sports & Fitness,DN-25-26-115771,14-01-26,LLYM92,24,0.210816,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLSR01,Sports & Fitness,DN-25-26-115771,14-01-26,LLSR01,100,0.0905625,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLSCBP03,Sports & Fitness,DN-25-26-115771,14-01-26,LLSCBP03,6,0.03555,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLSCBP02,Sports & Fitness,DN-25-26-115771,14-01-26,LLSCBP02,4,0.06656,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLPVCHD03,Sports & Fitness,DN-25-26-115771,14-01-26,LLPVCHD03,11,0.08349,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLPVCHD01,Sports & Fitness,DN-25-26-115771,14-01-26,LLPVCHD01,12,0.034272,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLOT09,Premium SHA,DN-25-26-115771,14-01-26,LLOT09,8,0.212544,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLMG93,SHA,DN-25-26-115771,14-01-26,LLMG93,12,0.20727,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLMG39,SHA,DN-25-26-115771,14-01-26,LLMG39,4,0.093312,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLMG23,SHA,DN-25-26-115771,14-01-26,LLMG23,18,0.312984,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLM612A,Health Care Devices,DN-25-26-115771,14-01-26,LLM612A,160,0.36,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLLGSC001,Lawn and Garden,DN-25-26-115771,14-01-26,LLLGSC001,7,0.00693,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLLGBX001,Lawn and Garden,DN-25-26-115771,14-01-26,LLLGBX001,14,0.007434,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,DN-25-26-115771,14-01-26,LLIMR02,80,0.12922,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLIC103,SHA,DN-25-26-115771,14-01-26,LLIC103,2,0.027456,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLIC100,SHA,DN-25-26-115771,14-01-26,LLIC100,52,0.746304,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHITP01,Home Improvements,DN-25-26-115771,14-01-26,LLHITP01,1,0.028458,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHISIP01,Home Improvements,DN-25-26-115771,14-01-26,LLHISIP01,32,0.088704,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHIOP01,Home Improvements,DN-25-26-115771,14-01-26,LLHIOP01,12,0.07296,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHIIB05,Home Improvements,,,,,,,
BlinkIT,HR11 - LORPL,LLHIHFA01,Home Improvements,DN-25-26-115771,14-01-26,LLHIHFA01,4,0.00672,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHICDR04,Home Improvements,DN-25-26-115771,14-01-26,LLHICDR04,17,0.802791,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHIAG01,Home Improvements,DN-25-26-115771,14-01-26,LLHIAG01,4,0.003825,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHARS01,Home Improvements,DN-25-26-115771,14-01-26,LLHARS01,6,0.139587,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLGS22,Kitchen & Dining,DN-25-26-115771,14-01-26,LLGS22,1,0.050625,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLGS13,Kitchen & Dining,DN-25-26-115771,14-01-26,LLGS13,2,0.0672,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFAWS02,Sports & Fitness,DN-25-26-115771,14-01-26,LLFAWS02,12,0.00648,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFAHG01,Sports & Fitness,DN-25-26-115771,14-01-26,LLFAHG01,4,0.00231,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLCM02B,Kitchen & Dining,DN-25-26-115771,14-01-26,LLCM02B,16,0.08638464,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLBTK03,Kitchen & Dining,DN-25-26-115771,14-01-26,LLBTK03,1,0.003696,Safexpress Private Limited,Varanasi_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,DN-25-26-115695,14-01-26,LLIMR02,40,0.06461,Safexpress Private Limited,Indore_Madhya Pradesh
BlinkIT,HR11 - LORPL,LLSR01,Sports & Fitness,DN-25-26-115770,14-01-26,LLSR01,100,0.0905625,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLPVCHD01,Sports & Fitness,DN-25-26-115770,14-01-26,LLPVCHD01,45,0.12852,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLPSW02,Home Improvements,DN-25-26-115770,14-01-26,LLPSW02,9,0.110592,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLPST02,Home Improvements,DN-25-26-115770,14-01-26,LLPST02,1,0.0192,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLPBVA10,Electronics,DN-25-26-115770,14-01-26,LLPBVA10,20,0.00858,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLMG93,SHA,DN-25-26-115770,14-01-26,LLMG93,12,0.20727,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLMG23,SHA,DN-25-26-115770,14-01-26,LLMG23,12,0.208656,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLLGPL002,Lawn and Garden,DN-25-26-115770,14-01-26,LLLGPL002,10,0.00756,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLLGHM001,Lawn and Garden,DN-25-26-115770,14-01-26,LLLGHM001,22,0.028743,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLLGHEX001,Lawn and Garden,DN-25-26-115770,14-01-26,LLLGHEX001,17,0.003808,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLLGBX001,Lawn and Garden,DN-25-26-115770,14-01-26,LLLGBX001,16,0.008496,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,DN-25-26-115770,14-01-26,LLIMR02,180,0.290745,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHIOP01,Home Improvements,DN-25-26-115770,14-01-26,LLHIOP01,24,0.14592,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLGS22,Kitchen & Dining,DN-25-26-115770,14-01-26,LLGS22,1,0.050625,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLGS13,Kitchen & Dining,DN-25-26-115770,14-01-26,LLGS13,1,0.0336,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFAWS02,Sports & Fitness,DN-25-26-115770,14-01-26,LLFAWS02,12,0.00648,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFAHG01,Sports & Fitness,DN-25-26-115770,14-01-26,LLFAHG01,10,0.005775,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLEK60,SHA,DN-25-26-115770,14-01-26,LLEK60,84,0.67032,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLBAHF12,Home Improvements,DN-25-26-115770,14-01-26,LLBAHF12,44,0.07392,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-115770,14-01-26,LLBAHF09,40,0.0748,Loadit Supply Services Pvt Ltd,Hapur_Uttar Pradesh
BlinkIT,HR11 - LORPL,SE_TI_011,GoMechanic,DN-25-26-115818,14-01-26,SE_TI_011,38,0.10336,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLYM92,Sports & Fitness,DN-25-26-115818,14-01-26,LLYM92,90,0.79056,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLYM605,Sports & Fitness,DN-25-26-115818,14-01-26,LLYM605,6,0.071736,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLYB102,Sports & Fitness,DN-25-26-115818,14-01-26,LLYB102,18,0.046575,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLVF008,Kitchen & Dining,DN-25-26-115818,14-01-26,LLVF008,30,0.09611625,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLSR01,Sports & Fitness,DN-25-26-115818,14-01-26,LLSR01,100,0.0905625,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLSCTB01,Sports & Fitness,DN-25-26-115818,14-01-26,LLSCTB01,8,0.00784,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLSCLB04,Sports & Fitness,DN-25-26-115818,14-01-26,LLSCLB04,4,0.002048,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLSCBP02,Sports & Fitness,DN-25-26-115818,14-01-26,LLSCBP02,4,0.06656,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLPVCHD01,Sports & Fitness,DN-25-26-115818,14-01-26,LLPVCHD01,54,0.154224,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLPT09,Premium SHA,DN-25-26-115818,14-01-26,LLPT09,12,0.079872,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLPSW02,Home Improvements,DN-25-26-115818,14-01-26,LLPSW02,8,0.098304,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLPS03,Home Improvements,DN-25-26-115818,14-01-26,LLPS03,20,0.4416,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLOT09,Premium SHA,DN-25-26-115818,14-01-26,LLOT09,7,0.185976,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLMG93,SHA,DN-25-26-115818,14-01-26,LLMG93,42,0.725445,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLMG39,SHA,DN-25-26-115818,14-01-26,LLMG39,40,0.93312,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLMG23,SHA,DN-25-26-115818,14-01-26,LLMG23,6,0.104328,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLM612A,Health Care Devices,DN-25-26-115818,14-01-26,LLM612A,160,0.36,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLLGSC001,Lawn and Garden,DN-25-26-115818,14-01-26,LLLGSC001,3,0.00297,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLLGHEX001,Lawn and Garden,DN-25-26-115818,14-01-26,LLLGHEX001,89,0.019936,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLKAFB05,Home Improvements,DN-25-26-115818,14-01-26,LLKAFB05,6,0.120528,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,DN-25-26-115818,14-01-26,LLIMR02,60,0.096915,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLICB01,Kitchen & Dining,DN-25-26-115818,14-01-26,LLICB01,60,0.36936,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLIC100,SHA,DN-25-26-115818,14-01-26,LLIC100,48,0.688896,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLHITP01,Home Improvements,DN-25-26-115818,14-01-26,LLHITP01,3,0.085374,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLHISIP01,Home Improvements,DN-25-26-115818,14-01-26,LLHISIP01,32,0.088704,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLHIPSS01,Home Improvements,DN-25-26-115818,14-01-26,LLHIPSS01,40,0.2304,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLHIOS03,Home Improvements,DN-25-26-115818,14-01-26,LLHIOS03,32,0.0430304,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLHIOP01,Home Improvements,DN-25-26-115818,14-01-26,LLHIOP01,30,0.1824,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLHIHPS04,Home Improvements,DN-25-26-115818,14-01-26,LLHIHPS04,40,0.51156,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLFGK24,Kitchen & Dining,DN-25-26-115818,14-01-26,LLFGK24,8,0.081224,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLFAWS02,Sports & Fitness,DN-25-26-115818,14-01-26,LLFAWS02,12,0.00648,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLFAHG01,Sports & Fitness,DN-25-26-115818,14-01-26,LLFAHG01,8,0.00462,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLELB01,Kitchen & Dining,DN-25-26-115818,14-01-26,LLELB01,10,0.08064,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLEK60,SHA,DN-25-26-115818,14-01-26,LLEK60,156,1.24488,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLEB05,SHA,DN-25-26-115818,14-01-26,LLEB05,12,0.045696,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLCMML108,Home Improvements,DN-25-26-115818,14-01-26,LLCMML108,12,0.0648,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLCM02B,Kitchen & Dining,DN-25-26-115818,14-01-26,LLCM02B,32,0.17276928,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLBTK03,Kitchen & Dining,DN-25-26-115818,14-01-26,LLBTK03,15,0.05544,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLBTK02,Kitchen & Dining,DN-25-26-115818,14-01-26,LLBTK02,9,0.033264,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLBT03,Kitchen & Dining,DN-25-26-115818,14-01-26,LLBT03,14,0.02983925,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLBS01,Home Improvements,DN-25-26-115818,14-01-26,LLBS01,40,0.1344,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLBLB02,Kitchen & Dining,DN-25-26-115818,14-01-26,LLBLB02,40,0.10304,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLAS04,Sports & Fitness,DN-25-26-115818,14-01-26,LLAS04,9,0.216108,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLAR01,Sports & Fitness,DN-25-26-115818,14-01-26,LLAR01,40,0.1008,Loadit Supply Services Pvt Ltd,Sonipat_Haryana
BlinkIT,HR11 - LORPL,LLPVCHD01,Sports & Fitness,DN-25-26-115769,14-01-26,LLPVCHD01,17,0.048552,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLPCB02,Litt,DN-25-26-115769,14-01-26,LLPCB02,6,0.0504,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLPBVA20,Electronics,DN-25-26-115769,14-01-26,LLPBVA20,20,0.00598752,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLMG93,SHA,DN-25-26-115769,14-01-26,LLMG93,6,0.103635,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLMG23,SHA,DN-25-26-115769,14-01-26,LLMG23,12,0.208656,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLM612A,Health Care Devices,DN-25-26-115769,14-01-26,LLM612A,100,0.225,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLLGPL002,Lawn and Garden,DN-25-26-115769,14-01-26,LLLGPL002,4,0.003024,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLLGBX001,Lawn and Garden,DN-25-26-115769,14-01-26,LLLGBX001,6,0.003186,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLHIOP01,Home Improvements,DN-25-26-115769,14-01-26,LLHIOP01,18,0.10944,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLFAHG01,Sports & Fitness,DN-25-26-115769,14-01-26,LLFAHG01,6,0.003465,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,LLEEB09,Emerging Innovations,DN-25-26-115769,14-01-26,LLEEB09,30,0.10018425,Safexpress Private Limited,Lucknow_Uttar Pradesh
BlinkIT,HR11 - LORPL,SE_TI_011,GoMechanic,DN-25-26-115805,14-01-26,SE_TI_011,14,0.03808,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLYM92,Sports & Fitness,DN-25-26-115805,14-01-26,LLYM92,180,1.58112,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLYM605,Sports & Fitness,DN-25-26-115805,14-01-26,LLYM605,24,0.286944,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLYB102,Sports & Fitness,DN-25-26-115805,14-01-26,LLYB102,12,0.03105,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLVK03,Sports & Fitness,DN-25-26-115805,14-01-26,LLVK03,16,0.09324,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLSM120G,Premium SHA,DN-25-26-115805,14-01-26,LLSM120G,20,0.132,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLSCTB01,Sports & Fitness,DN-25-26-115805,14-01-26,LLSCTB01,16,0.01568,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLSCLB04,Sports & Fitness,DN-25-26-115805,14-01-26,LLSCLB04,2,0.001024,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLSCBW08,Sports & Fitness,DN-25-26-115805,14-01-26,LLSCBW08,22,0.07568,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLSCBP03,Sports & Fitness,DN-25-26-115805,14-01-26,LLSCBP03,10,0.05925,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLSCAG01,Sports & Fitness,DN-25-26-115805,14-01-26,LLSCAG01,32,0.05376,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLSBGD02,Sports & Fitness,DN-25-26-115805,14-01-26,LLSBGD02,10,0.0529,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLPVCHD03,Sports & Fitness,DN-25-26-115805,14-01-26,LLPVCHD03,124,0.94116,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLPVCHD01,Sports & Fitness,DN-25-26-115805,14-01-26,LLPVCHD01,85,0.24276,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLPSW02,Home Improvements,DN-25-26-115805,14-01-26,LLPSW02,18,0.221184,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLPST02,Home Improvements,DN-25-26-115805,14-01-26,LLPST02,7,0.1344,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLPS04,Home Improvements,DN-25-26-115805,14-01-26,LLPS04,7,0.12348,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLPS03,Home Improvements,DN-25-26-115805,14-01-26,LLPS03,19,0.41952,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLPCR04,Litt,DN-25-26-115805,14-01-26,LLPCR04,14,0.49588,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLPCB02,Litt,DN-25-26-115805,14-01-26,LLPCB02,153,1.2852,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLPBVA20,Electronics,DN-25-26-115805,14-01-26,LLPBVA20,40,0.01197504,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLMPT01,Home Improvements,DN-25-26-115805,14-01-26,LLMPT01,5,0.49248,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLMG93,SHA,DN-25-26-115805,14-01-26,LLMG93,36,0.62181,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLMG39,SHA,DN-25-26-115805,14-01-26,LLMG39,20,0.46656,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLMG04,SHA,DN-25-26-115805,14-01-26,LLMG04,8,0.27324,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLM612A,Health Care Devices,DN-25-26-115805,14-01-26,LLM612A,60,0.135,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLLGSDT001,Lawn and Garden,DN-25-26-115805,14-01-26,LLLGSDT001,108,0.044226,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLLGSC001,Lawn and Garden,DN-25-26-115805,14-01-26,LLLGSC001,57,0.05643,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLLGHEX001,Lawn and Garden,DN-25-26-115805,14-01-26,LLLGHEX001,43,0.009632,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLKAFB06,Home Improvements,DN-25-26-115805,14-01-26,LLKAFB06,11,0.01056,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLKAFB05,Home Improvements,DN-25-26-115805,14-01-26,LLKAFB05,4,0.080352,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
